n, time
13500, 0.003000
13600, 0.005000
13700, 0.005000
13800, 0.007000
13900, 0.007000
14000, 0.004000
14100, 0.004000
14200, 0.004000
14300, 0.009000
14400, 0.004000
14500, 0.015000
14600, 0.004000
14700, 0.005000
14800, 0.004000
14900, 0.004000
15000, 0.004000
15100, 0.005000
15200, 0.005000
15300, 0.003000
15400, 0.003000
15500, 0.003000
15600, 0.004000
15700, 0.005000
15800, 0.009000
15900, 0.012000
16000, 0.007000
16100, 0.008000
16200, 0.009000
16300, 0.004000
16400, 0.009000
16500, 0.005000
16600, 0.027000
16700, 0.005000
16800, 0.008000
16900, 0.007000
17000, 0.010000
17100, 0.012000
17200, 0.005000
17300, 0.006000
17400, 0.005000
17500, 0.009000
17600, 0.003000
17700, 0.006000
17800, 0.005000
17900, 0.009000
18000, 0.006000
18100, 0.006000
18200, 0.013000
18300, 0.012000
18400, 0.006000
18500, 0.005000
18600, 0.008000
18700, 0.007000
18800, 0.006000
18900, 0.005000
19000, 0.005000
19100, 0.004000
19200, 0.005000
19300, 0.013000
19400, 0.007000
19500, 0.007000
19600, 0.013000
19700, 0.008000
19800, 0.013000
19900, 0.005000
20000, 0.009000
20100, 0.008000
20200, 0.008000
20300, 0.007000
20400, 0.005000
20500, 0.010000
20600, 0.008000
20700, 0.022000
20800, 0.010000
20900, 0.008000
21000, 0.036000
21100, 0.010000
21200, 0.006000
21300, 0.008000
21400, 0.006000
21500, 0.007000
21600, 0.012000
21700, 0.005000
21800, 0.005000
21900, 0.024000
22000, 0.009000
22100, 0.007000
22200, 0.006000
22300, 0.030000
22400, 0.011000
22500, 0.007000
22600, 0.009000
22700, 0.010000
22800, 0.011000
22900, 0.023000
23000, 0.033000
23100, 0.012000
23200, 0.010000
23300, 0.021000
23400, 0.012000
23500, 0.010000
23600, 0.007000
23700, 0.017000
23800, 0.010000
23900, 0.015000
24000, 0.043000
24100, 0.013000
24200, 0.018000
24300, 0.029000
24400, 0.013000
24500, 0.015000
24600, 0.011000
24700, 0.011000
24800, 0.045000
24900, 0.020000
25000, 0.008000
25100, 0.016000
25200, 0.042000
25300, 0.007000
25400, 0.018000
25500, 0.017000
25600, 0.010000
25700, 0.018000
25800, 0.007000
25900, 0.010000
26000, 0.007000
26100, 0.009000
26200, 0.012000
26300, 0.018000
26400, 0.020000
26500, 0.009000
26600, 0.052000
26700, 0.009000
26800, 0.011000
26900, 0.009000
27000, 0.019000
27100, 0.013000
27200, 0.016000
27300, 0.008000
27400, 0.012000
27500, 0.015000
27600, 0.017000
27700, 0.010000
27800, 0.014000
27900, 0.018000
28000, 0.014000
28100, 0.009000
28200, 0.098000
28300, 0.016000
28400, 0.016000
28500, 0.011000
28600, 0.011000
28700, 0.024000
28800, 0.008000
28900, 0.013000
29000, 0.027000
29100, 0.011000
29200, 0.015000
29300, 0.014000
29400, 0.010000
29500, 0.009000
29600, 0.024000
29700, 0.019000
29800, 0.010000
29900, 0.012000
30000, 0.011000
30100, 0.012000
30200, 0.013000
30300, 0.018000
30400, 0.027000
30500, 0.038000
30600, 0.015000
30700, 0.024000
30800, 0.033000
30900, 0.026000
31000, 0.013000
31100, 0.021000
31200, 0.109000
31300, 0.026000
31400, 0.026000
31500, 0.016000
31600, 0.016000
31700, 0.038000
31800, 0.038000
31900, 0.012000
32000, 0.010000
32100, 0.015000
32200, 0.013000
32300, 0.018000
32400, 0.011000
32500, 0.033000
32600, 0.012000
32700, 0.012000
32800, 0.040000
32900, 0.012000
33000, 0.040000
33100, 0.037000
33200, 0.017000
33300, 0.034000
33400, 0.018000
33500, 0.016000
33600, 0.010000
33700, 0.016000
33800, 0.010000
33900, 0.077000
34000, 0.024000
34100, 0.013000
34200, 0.018000
34300, 0.014000
34400, 0.013000
34500, 0.035000
34600, 0.081000
34700, 0.019000
34800, 0.016000
34900, 0.015000
35000, 0.043000
35100, 0.026000
35200, 0.021000
35300, 0.029000
35400, 0.021000
35500, 0.013000
35600, 0.017000
35700, 0.015000
35800, 0.021000
35900, 0.018000
36000, 0.011000
36100, 0.028000
36200, 0.023000
36300, 0.040000
36400, 0.010000
36500, 0.018000
36600, 0.015000
36700, 0.036000
36800, 0.043000
36900, 0.042000
37000, 0.018000
37100, 0.034000
37200, 0.029000
37300, 0.056000
37400, 0.022000
37500, 0.028000
37600, 0.015000
37700, 0.025000
37800, 0.033000
37900, 0.027000
38000, 0.057000
38100, 0.022000
38200, 0.031000
38300, 0.016000
38400, 0.039000
38500, 0.022000
38600, 0.035000
38700, 0.031000
38800, 0.015000
38900, 0.042000
39000, 0.024000
39100, 0.026000
39200, 0.030000
39300, 0.024000
39400, 0.029000
39500, 0.037000
39600, 0.021000
39700, 0.015000
39800, 0.025000
39900, 0.018000
40000, 0.016000
40100, 0.017000
40200, 0.018000
40300, 0.023000
40400, 0.014000
40500, 0.040000
40600, 0.038000
40700, 0.046000
40800, 0.022000
40900, 0.028000
41000, 0.026000
41100, 0.018000
41200, 0.019000
41300, 0.021000
41400, 0.028000
41500, 0.042000
41600, 0.034000
41700, 0.019000
41800, 0.016000
41900, 0.031000
42000, 0.042000
42100, 0.025000
42200, 0.022000
42300, 0.022000
42400, 0.023000
42500, 0.039000
42600, 0.036000
42700, 0.031000
42800, 0.041000
42900, 0.037000
43000, 0.041000
43100, 0.159000
43200, 0.050000
43300, 0.077000
43400, 0.051000
43500, 0.016000
43600, 0.017000
43700, 0.031000
43800, 0.027000
43900, 0.025000
44000, 0.036000
44100, 0.036000
44200, 0.042000
44300, 0.027000
44400, 0.031000
44500, 0.030000
44600, 0.046000
44700, 0.042000
44800, 0.046000
44900, 0.048000
45000, 0.021000
45100, 0.026000
45200, 0.029000
45300, 0.047000
45400, 0.042000
45500, 0.104000
45600, 0.058000
45700, 0.039000
45800, 0.036000
45900, 0.041000
46000, 0.030000
46100, 0.025000
46200, 0.047000
46300, 0.032000
46400, 0.038000
46500, 0.047000
46600, 0.040000
46700, 0.025000
46800, 0.027000
46900, 0.104000
47000, 0.083000
47100, 0.032000
47200, 0.029000
47300, 0.025000
47400, 0.036000
47500, 0.043000
47600, 0.040000
47700, 0.047000
47800, 0.033000
47900, 0.032000
48000, 0.070000
48100, 0.063000
48200, 0.044000
48300, 0.134000
48400, 0.029000
48500, 0.101000
48600, 0.034000
48700, 0.080000
48800, 0.032000
48900, 0.068000
49000, 0.034000
49100, 0.037000
49200, 0.025000
49300, 0.043000
49400, 0.032000
49500, 0.039000
49600, 0.154000
49700, 0.042000
49800, 0.041000
49900, 0.066000
50000, 0.041000
50100, 0.030000
50200, 0.027000
50300, 0.093000
50400, 0.036000
50500, 0.048000
50600, 0.202000
50700, 0.044000
50800, 0.071000
50900, 0.043000
51000, 0.058000
51100, 0.060000
51200, 0.030000
51300, 0.031000
51400, 0.060000
51500, 0.067000
51600, 0.109000
51700, 0.082000
51800, 0.039000
51900, 0.044000
52000, 0.032000
52100, 0.157000
52200, 0.094000
52300, 0.040000
52400, 0.026000
52500, 0.086000
52600, 0.076000
52700, 0.044000
52800, 0.045000
52900, 0.032000
53000, 0.317000
53100, 0.033000
53200, 0.059000
53300, 0.037000
53400, 0.033000
53500, 0.054000
53600, 0.051000
53700, 0.035000
53800, 0.044000
53900, 0.042000
54000, 0.030000
54100, 0.052000
54200, 0.072000
54300, 0.039000
54400, 0.096000
54500, 0.031000
54600, 0.091000
54700, 0.044000
54800, 0.042000
54900, 0.033000
55000, 0.021000
55100, 0.034000
55200, 0.049000
55300, 0.080000
55400, 0.046000
55500, 0.049000
55600, 0.102000
55700, 0.022000
55800, 0.042000
55900, 0.055000
56000, 0.048000
56100, 0.037000
56200, 0.040000
56300, 0.027000
56400, 0.243000
56500, 0.047000
56600, 0.056000
56700, 0.063000
56800, 0.047000
56900, 0.077000
57000, 0.068000
57100, 0.079000
57200, 0.108000
57300, 0.057000
57400, 0.078000
57500, 0.087000
57600, 0.054000
57700, 0.049000
57800, 0.079000
57900, 0.353000
58000, 0.043000
58100, 0.047000
58200, 0.054000
58300, 0.063000
58400, 0.040000
58500, 0.065000
58600, 0.042000
58700, 0.031000
58800, 0.052000
58900, 0.060000
59000, 0.033000
59100, 0.066000
59200, 0.097000
59300, 0.111000
59400, 0.071000
59500, 0.026000
59600, 0.039000
59700, 0.079000
59800, 0.173000
59900, 0.048000
60000, 0.033000
60100, 0.124000
60200, 0.070000
60300, 0.117000
60400, 0.044000
60500, 0.029000
60600, 0.076000
60700, 0.044000
60800, 0.136000
60900, 0.060000
61000, 0.047000
61100, 0.155000
61200, 0.039000
61300, 0.048000
61400, 0.043000
61500, 0.078000
61600, 0.160000
61700, 0.051000
61800, 0.031000
61900, 0.124000
62000, 0.093000
62100, 0.113000
62200, 0.088000
62300, 0.118000
62400, 0.333000
62500, 0.084000
62600, 0.070000
62700, 0.056000
62800, 0.128000
62900, 0.068000
63000, 0.059000
63100, 0.188000
63200, 0.061000
63300, 0.048000
63400, 0.058000
63500, 0.098000
63600, 0.076000
63700, 0.055000
63800, 0.083000
63900, 0.184000
64000, 0.042000
64100, 0.062000
64200, 0.095000
64300, 0.045000
64400, 0.102000
64500, 0.075000
64600, 0.060000
64700, 0.037000
64800, 0.031000
64900, 0.077000
65000, 0.171000
65100, 0.059000
65200, 0.076000
65300, 0.060000
65400, 0.070000
65500, 0.076000
65600, 0.093000
65700, 0.074000
65800, 0.083000
65900, 0.084000
66000, 0.045000
66100, 0.061000
66200, 0.284000
66300, 0.110000
66400, 0.065000
66500, 0.055000
66600, 0.135000
66700, 0.083000
66800, 0.062000
66900, 0.059000
67000, 0.088000
67100, 0.041000
67200, 0.050000
67300, 0.102000
67400, 0.045000
67500, 0.048000
67600, 0.062000
67700, 0.067000
67800, 0.076000
67900, 0.128000
68000, 0.205000
68100, 0.153000
68200, 0.075000
68300, 0.059000
68400, 0.088000
68500, 0.064000
68600, 0.125000
68700, 0.089000
68800, 0.043000
68900, 0.055000
69000, 0.065000
69100, 0.079000
69200, 0.120000
69300, 0.112000
69400, 0.049000
69500, 0.059000
69600, 0.150000
69700, 0.076000
69800, 0.166000
69900, 0.122000
70000, 0.049000
70100, 0.076000
70200, 0.082000
70300, 0.161000
70400, 0.098000
70500, 0.107000
70600, 0.073000
70700, 0.076000
70800, 0.168000
70900, 0.062000
71000, 0.203000
71100, 0.053000
71200, 0.049000
71300, 0.048000
71400, 0.135000
71500, 0.073000
71600, 0.070000
71700, 0.107000
71800, 0.077000
71900, 0.058000
72000, 0.077000
72100, 0.127000
72200, 0.104000
72300, 0.164000
72400, 0.060000
72500, 0.170000
72600, 0.209000
72700, 0.124000
72800, 0.156000
72900, 0.052000
73000, 0.079000
73100, 0.068000
73200, 0.067000
73300, 0.099000
73400, 0.061000
73500, 0.158000
73600, 0.068000
73700, 0.082000
73800, 0.179000
73900, 0.050000
74000, 0.086000
74100, 0.100000
74200, 0.115000
74300, 0.104000
74400, 0.099000
74500, 0.090000
74600, 0.081000
74700, 0.059000
74800, 0.047000
74900, 0.122000
75000, 0.141000
75100, 0.076000
75200, 0.078000
75300, 0.080000
75400, 0.052000
75500, 0.085000
75600, 0.053000
75700, 0.066000
75800, 0.342000
75900, 0.106000
76000, 0.103000
76100, 0.054000
76200, 0.129000
76300, 0.088000
76400, 0.066000
76500, 0.052000
76600, 0.156000
76700, 0.210000
76800, 0.106000
76900, 0.085000
77000, 0.040000
77100, 0.175000
77200, 0.170000
77300, 0.169000
77400, 0.102000
77500, 0.221000
77600, 0.036000
77700, 0.177000
77800, 0.083000
77900, 0.081000
78000, 0.082000
78100, 0.098000
78200, 0.151000
78300, 0.216000
78400, 0.059000
78500, 0.117000
78600, 0.062000
78700, 0.057000
78800, 0.100000
78900, 0.121000
79000, 0.106000
79100, 0.120000
79200, 0.111000
79300, 0.093000
79400, 0.077000
79500, 0.111000
79600, 0.129000
79700, 0.123000
79800, 0.082000
79900, 0.280000
80000, 0.126000
80100, 0.080000
80200, 0.134000
80300, 0.102000
80400, 0.088000
80500, 0.119000
80600, 0.100000
80700, 0.102000
80800, 0.135000
80900, 0.099000
81000, 0.144000
81100, 0.222000
81200, 0.097000
81300, 0.134000
81400, 0.101000
81500, 0.123000
81600, 0.192000
81700, 0.080000
81800, 0.101000
81900, 0.067000
82000, 0.117000
82100, 0.265000
82200, 0.105000
82300, 0.059000
82400, 0.090000
82500, 0.132000
82600, 0.171000
82700, 0.127000
82800, 0.067000
82900, 0.170000
83000, 0.124000
83100, 0.168000
83200, 0.156000
83300, 0.051000
83400, 0.081000
83500, 0.101000
83600, 0.159000
83700, 0.079000
83800, 0.121000
83900, 0.051000
84000, 0.150000
84100, 0.198000
84200, 0.088000
84300, 0.084000
84400, 0.072000
84500, 0.049000
84600, 0.102000
84700, 0.093000
84800, 0.068000
84900, 0.135000
85000, 0.106000
85100, 0.083000
85200, 0.225000
85300, 0.090000
85400, 0.137000
85500, 0.212000
85600, 0.108000
85700, 0.062000
85800, 0.092000
85900, 0.215000
86000, 0.211000
86100, 0.105000
86200, 0.180000
86300, 0.121000
86400, 0.110000
86500, 0.267000
86600, 0.175000
86700, 0.082000
86800, 0.417000
86900, 0.098000
87000, 0.230000
87100, 0.253000
87200, 0.112000
87300, 0.076000
87400, 0.122000
87500, 0.086000
87600, 0.380000
87700, 0.117000
87800, 0.129000
87900, 0.447000
88000, 0.068000
88100, 0.136000
88200, 0.159000
88300, 0.373000
88400, 0.232000
88500, 0.248000
88600, 0.171000
88700, 0.227000
88800, 0.092000
88900, 0.167000
89000, 0.080000
89100, 0.228000
89200, 0.111000
89300, 0.104000
89400, 0.126000
89500, 0.107000
89600, 0.109000
89700, 0.189000
89800, 0.100000
89900, 0.111000
90000, 0.187000
90100, 0.770000
90200, 0.089000
90300, 0.091000
90400, 0.174000
90500, 0.440000
90600, 0.103000
90700, 0.077000
90800, 0.128000
90900, 0.366000
91000, 0.279000
91100, 0.183000
91200, 0.303000
91300, 0.192000
91400, 0.353000
91500, 0.089000
91600, 0.356000
91700, 0.085000
91800, 0.382000
91900, 0.113000
92000, 0.105000
92100, 0.112000
92200, 0.162000
92300, 0.138000
92400, 0.123000
92500, 0.144000
92600, 0.097000
92700, 0.200000
92800, 0.274000
92900, 0.114000
93000, 0.248000
93100, 0.166000
93200, 0.074000
93300, 0.110000
93400, 0.101000
93500, 0.124000
93600, 0.131000
93700, 0.179000
93800, 0.070000
93900, 0.154000
94000, 0.107000
94100, 0.192000
94200, 0.163000
94300, 0.073000
94400, 0.260000
94500, 0.160000
94600, 0.155000
94700, 0.138000
94800, 0.113000
94900, 0.237000
95000, 0.097000
95100, 0.261000
95200, 0.225000
95300, 0.282000
95400, 0.694000
95500, 0.138000
95600, 0.147000
95700, 0.188000
95800, 0.201000
95900, 0.093000
96000, 0.160000
96100, 0.161000
96200, 0.449000
96300, 0.138000
96400, 0.168000
96500, 0.105000
96600, 0.227000
96700, 0.087000
96800, 0.282000
96900, 0.210000
97000, 0.185000
97100, 0.096000
97200, 0.210000
97300, 0.335000
97400, 0.185000
97500, 0.835000
97600, 0.103000
97700, 0.170000
97800, 0.399000
97900, 0.311000
98000, 0.261000
98100, 1.371000
98200, 0.083000
98300, 0.074000
98400, 0.119000
98500, 0.562000
98600, 0.448000
98700, 0.114000
98800, 0.187000
98900, 0.109000
99000, 0.212000
99100, 0.094000
99200, 0.234000
99300, 0.162000
99400, 0.140000
99500, 0.081000
99600, 0.166000
99700, 0.183000
99800, 0.390000
99900, 0.204000
100000, 0.359000
